,Unnamed: 0,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,lenth,note emotion,lab emotion,color,bee lenth,CNNpossibility,Season
955,955,{359B98F7-8B33-49B6-8D7D-A809AAC6630A},2020-08-04 00:00:00,Found dead on our porch. Picked up in a container.,0,Thanks for the submission. That is a Golden digger wasp. They are very active right now. ,2020-08-04,47.575761,-122.680365,0.193675889328063,0.0151107886114746,0.0229661842877226,0,0,0.4405452013015747,8
959,959,{35F5F612-8C78-404F-BB7F-4BD4BD278EA7},2020-09-06 00:00:00,Found this on our deck in Vancouver WA,0,"Thanks for the submission. That is a Tremex sp. horntail sawfly, or wood wasp. Ok to release.",2020-09-06,45.637995,-122.641535,0.146245059288538,0.144031571915237,0.259513986992563,0,0,0.3374421596527099,9
960,960,{35FC25F5-236E-4BD8-B3EE-7992F88E4538},2020-07-13 00:00:00,Reporting for another person. Local to me.,0,That looks like a Siricid horntail. ,2020-07-13,45.695442,-122.579099,0.162055335968379,0.15541551596184,0.0859879469917997,0,0,0.7871511578559875,7
962,962,{361ED665-26DC-4E76-9C4D-F27E37156B20},2020-05-13 00:00:00,Dead on our window sill,0,That amazing pollinator is a fly that is a bee mimic!,2020-05-13,47.470068,-121.747172,0.0869565217391304,0.039832242718592,0.0352588001577341,0,0,0.648427426815033,5
963,963,{3627BB70-EA13-440B-B7AD-9A8FE9D6FB26},2020-08-24 00:00:00,he made the regular bees look like little flies. Was checking out all my dead rose buds,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-24,47.19789,-122.288146,0.339920948616601,0.0576819280673986,0.239491686179188,0,0,0.600304126739502,8
964,964,{363B8679-6012-4377-997A-94E5F855FA7E},2020-04-19 00:00:00,Pictures don’t de justice. Face was orange and wasp was size of thumb.,0,This appears to be a paper wasp!,2020-04-19,47.62986,-120.68945,0.272727272727273,0.0284242918844215,0.0878107862895267,0,0,0.5972647666931152,4
965,965,{364A0E82-4821-4E85-BCED-F2E9DC418D37},2020-05-29 00:00:00,Eating out of our hummingbird feeder,0,"This is a native bald-faced hornet (not a ""true"" hornet!)",2020-05-29,47.8216,-122.233076,0.138339920948617,0.0593362414337376,0.184740618256088,0,0,0.316604346036911,5
966,966,{364E11AE-0FA7-4ACE-9A36-0E6A9FA90CF8},2020-07-21 00:00:00,"I'm not at all certain that this was an asian giant, but it was 1.5"" long and I cannot find a photo of a PNW wasp that matches up. Kinda freaked me out - please let me know if you know which this is. Photo was taken in 98136.",0,It's a Golden digger wasp. Please don't kill them. ,2020-07-21,47.521678,-122.384479,0.885375494071146,0.203103736507561,0.167296861281192,0,1,0.5122979879379272,7
967,967,{36500196-12F7-4048-A68B-DDC162C28CAE},2020-07-29 00:00:00,Had a large be like creature land on me while we were sitting on my deck. Looked it up after joking it was a murder hornet and thought it was not it. Then saw a pic of what I saw on Tuesday noted as it.... really not sure but pics I took are included,0,"thanks for the submission. It is really hard to tell, but the shape looks like a female horntail sawfly. Your county is currently Negative for Asian giant hornet.",2020-07-30,47.9852,-122.113916,0.984189723320158,0.554311321177809,0.395079937859362,0,0,0.5358408689498901,7
972,972,{368C57F6-D74C-4C0D-B582-B5D6793F84EB},2020-07-02 00:00:00,Thing was bigger than any  hornet I’ve ever seen along the bank off south stillagamish river in my back yard haven’t seen anymore,0,"Thanks for the submission. That is a native, elm sawfly.  ",2020-08-01,48.100395,-121.998318,0.505928853754941,0.365584921443082,0.203404338379402,0,1,0.4763131737709045,8
973,973,{36A6CABE-2204-451B-A81D-81B29B9C638E},2020-08-18 00:00:00,Could be a paper wasp? Please donot make info public,0,"Thanks for the submission. Yes, that is a Polistes wasp. Your info is private.",2020-08-18,47.973576,-122.078977,0.201581027667984,0.0793083863239283,0.269341323171314,0,0,0.575819705040699,8
976,976,{36B30416-A723-4A7F-9CFB-2B2255C98379},2020-07-29 00:00:00,On garlic,0,That is a Golden digger wasp. ,2020-07-29,47.052299,-122.919486,0.0316205533596838,0.0079864863898815,0.0770688443741786,0,0,0.2719358205795288,7
977,977,{36B98346-2EA3-412C-BB3A-074F0F5C13AA},2020-07-06 00:00:00,We spotted a Asian Giant Hornet on last Wednesday and saw it again in the same place today. We are Surveyors working on a project by the intersection of I5 and 300th St. near Stanwood Wa.  I’ll try and catch it tomorrow.  Hard to see in photo but we st,0,Those clubbed antennae belong to a Cimbex sawfly.,2020-07-07,48.267183,-122.27367,0.992094861660079,0.575852630976393,0.109219736093091,0,0,0.6949074268341064,7
978,978,{36B9A3AA-CF80-413D-BB08-769853A849AA},2020-08-18 00:00:00,Can you identify for me? It was in some basil in my yard along with many bees.  Doesn't quite match any of the wasps /hornet photos I see here.  I have more photos.,0,Thanks for the submission. That is a Golden digger wasp.,2020-08-18,47.603524,-122.116183,0.644268774703557,0.613392471194888,0.0391958789635593,0,1,0.6447924971580505,8
979,979,{36BC7085-36E9-410F-8A42-039C945A3520},2020-07-07 00:00:00,"This is a large insect (2 inches?) with a dead bee in its grasp. Looks like the photo in today's Seattle Times (but not like the pictures on this website). This was outside our home in Newcastle, WA.",0,Bumble bees.,2020-07-16,47.535116,-122.167869,0.782608695652174,0.338445357495987,0.0134467446422149,0,1,0.4418979287147522,7
980,980,{36BFFEAD-DAC0-4824-A6BE-1AE09443DE19},2020-07-31 00:00:00,Found these on the flowers of my leeks.,0,Thanks for the submission. That is a Golden digger wasp. ,2020-07-31,47.452149,-122.352115,0.150197628458498,0.116488443680159,0.0928398808993763,0,0,0.5833669304847717,7
981,981,{36C16D07-A091-49F6-92FC-D1F0EB0B9FA4},2018-02-25 00:00:00,Saw an article in “Northern Light” about a door cam photo. Made me think of one I had a couple of years ago. Not sure if it’s a Murder Hornet or not,0,Thanks for the submission. That is a bald faced hornet.,2020-10-09,48.936993,-122.783658,0.58102766798419,0.445172751805659,0.0248603648284624,0,0,0.2306680530309677,10
984,984,{371302C4-534E-4781-BBC7-C8641FD5D1C7},2020-07-15 00:00:00,"Was working outside and saw this huge thing fly and land next to me. I had bee spray nearby so I killed it because I’d never seen anything like it before, and I’ve lived out in the country for years.",0,That's a harmless Cimbex sawfly. Please don't kill them. ,2020-07-15,47.0987,-120.59134,0.782608695652174,0.322085167717061,0.109579505464974,0,1,0.6958420872688293,7
985,985,{3716F9CE-6664-45FE-8D7D-56F62B4BECFD},2020-08-25 00:00:00,I’m not sure what type of hornet this is- but it was about 1.5” long. Orange and black.,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-25,47.09567,-122.133307,0.339920948616601,0.274671494567846,0.0176767242030996,1,1,0.575819705040699,8
986,986,{3720F617-53C5-4FDD-BEE2-EB51169BFCCA},2020-08-07 00:00:00,In Snoqualmie in back of our house - on the Snoqualmie Ridge Golf Course - 4th hole,0,Thanks for the submission. That looks like a bald faced hornet.,2020-08-07,47.540433,-121.870293,0.324110671936759,0.288566673989482,0.0643008831583739,0,0,0.4820327162742615,8
993,993,{37CABA69-C18F-49F8-B635-30527B27DF75},2020-05-14 00:00:00,Found it dead in the driveway today. It is hollowed out and may have been bleached by the sun.  Never saw anything like it b4.,0,That is a native elm sawfly.,2020-05-14,48.237543,-122.156276,0.494071146245059,0.376871615624226,0.0198574599193008,0,0,0.6402232646942139,5
994,994,{37CD296A-68FD-42A0-B764-1C9A41B86BBB},2020-09-01 00:00:00,"About 2"" big.  Might be a Horn tail Wasp",0,Thanks for the submission. You are correct! It is from the Tremex genus.,2020-09-01,45.67616,-122.527105,0.154150197628458,0.0872625241565087,0.028105951831004,0,1,0.575819705040699,9
995,995,{37D68345-420C-465E-AADA-7FE5F034C73F},2020-08-17 00:00:00,Taken on my front porch. They have been noticed over the past week,0,Thanks for the submission. That is a Golden digger wasp. Great in your garden! ,2020-08-17,47.259276,-122.341113,0.256916996047431,0.0031184514282437,0.289855722825044,0,0,0.3692370057106018,8
996,996,{37D8F278-60E3-4698-8988-4ED5363DDEB8},2020-09-24 00:00:00, ,0,Thanks for the submission. That is a Robber fly.,2020-09-24,48.095955,-123.795088,0.0,0.0,0.139902907938964,0,0,0.6341837644577026,9
997,997,{37DFB611-F6FC-4C87-BAC7-B04F8BF03304},2020-08-12 00:00:00,Was walking up our driveway and noticed a new hive of bald faced hornets,0,Thanks for the submission.,2020-08-12,48.8312,-122.47601,0.280632411067194,0.212184779173234,0.0319663420052696,0,0,0.6784217357635498,8
999,999,{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01 00:00:00,"I killed it, but I still have it. It is 1 1/2 inches long",0,This is a native elm sawfly.,2020-05-01,47.014372,-122.814362,0.221343873517787,0.0816875192161376,0.112540518118834,0,1,0.5717584490776062,5
1001,1001,{381E47D2-8460-4BD4-9A60-DC18DC47DD8C},2020-06-29 00:00:00,"Was big, looked like a murder hornet from what we know from the news.",0,"No, that's a ten lined June bug beetle.",2020-07-02,47.668648,-122.343328,0.268774703557312,0.220676219021621,0.138284362318771,0,1,0.575819705040699,7
1003,1003,{383EC628-00E7-4D38-A04B-A2BC01FD0DEA},2020-07-17 00:00:00,Saw it struggling and I smashed after I took a picture,0,Cicada killer. ,2020-07-17,47.33096,-118.69595,0.209486166007905,0.174816599436169,0.0562674598942182,0,0,0.5456641316413879,7
1004,1004,{3842CCAA-3762-4E40-A210-501662A8C8D0},2020-08-30 00:00:00, ,0,Thanks for the submission. That's a bumblebee!,2020-08-30,48.909416,-122.446138,0.0,0.0,0.0355271228928558,0,0,0.5819611549377441,8
1006,1006,{38A0094D-D3C2-4BE3-875B-362523B9B27E},2020-09-03 00:00:00, ,0,Thanks for the submission. That is a female Urocerus wood wasp. Otherwise known as a horntail sawfly.,2020-09-03,47.243854,-122.790202,0.0,0.0,0.11355909492691,0,0,0.542159378528595,9
1009,1009,{38BA461F-4BED-4FB5-8B0A-3E0F5A83B382},2020-07-21 00:00:00,The hornet landed on the windshield of my car as I was driving to work.  It hung on despite 35 mph conditions.  It then crawled under the hood of my car and I parked at work. I'm not sure if it's still under there.,0,That looks like a yellow jacket.,2020-07-21,47.771173,-122.188857,0.841897233201581,0.707461234027902,0.046961303098745,0,0,0.7723876237869263,7
1010,1010,{38CB8E4B-03A5-4E90-8C85-1B95ECB19972},2020-07-29 00:00:00,"I was at Walmart in Pullman, WA when a lady pointed it out. It was bigger than a quarter after I killed it and it was layed out. The legs and body were bright orange. I didn't look at the face. It doesn't look like the Asian Hornet in most pictures excep",0,Thanks for the submission. That is a Golden digger wasp. ,2020-07-31,46.7127,-117.17721,1.0,0.122375253302488,0.161187909238518,0,1,0.7024627327919006,7
1014,1014,{391081F8-A4D2-40EF-9887-5BEC61240D17},2020-08-10 00:00:00,My sister n law for the hornet on the ground while we were getting ice cream at Sun Lakes Resort.,0,Thanks for the submission. That is a Cicada killer. ,2020-08-11,47.58693,-119.39452,0.379446640316206,0.313662105558609,0.193440474648773,0,0,0.6442528367042542,8
1015,1015,{391381CF-F2F9-4EE5-91A6-0A3608DB009D},2020-09-15 00:00:00, ,0,"Thanks for the submission. That is a Urocerus sp. wood wasp, also known as a horntail sawfly.",2020-09-14,47.420229,-122.010821,0.0,0.0,0.304856896978064,0,0,0.6624564528465271,9
1017,1017,{393D8414-1EBC-4B53-9E26-2FD78CA1BB71},2020-08-24 00:00:00,Was flying around basil and lavender. Looked way larger than bumble bees flying next to it.,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-24,47.484787,-122.580605,0.355731225296443,0.257280615111362,0.134958127356437,0,0,0.760595440864563,8
1019,1019,{3954117E-4ADE-4607-A31A-08418FE1E32F},2020-07-18 00:00:00,We found two today. In our front yard and back yard. Can you guys eradicate them. We have children at our home all the time.,0,Cicada killer. ,2020-07-18,46.577157,-120.406637,0.486166007905138,0.102712864295027,0.0500089404543924,0,0,0.2172221690416336,7
1021,1021,{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25 00:00:00,"(2) discovered on property. 1st one captured, now deceased, in mason jar (still have it). 2nd one spotted today 5/2/2020, killed on sight.",0,"This is a stonefly, a harmless native aquatic insect.",2020-05-02,48.584053,-122.232279,0.541501976284585,0.172165886532034,0.158651871216317,1,0,0.7323154807090759,5
1024,1024,{39B67E17-9BF8-4B8D-8DFB-7033473FEFF0},2020-08-15 00:00:00,On a hole in our front yard,0,Thanks for the submission. That is a Golden digger wasp. Great in your garden! ,2020-08-15,47.483482,-122.084549,0.102766798418972,0.0143996561396171,0.13868510166694,0,0,0.5473731756210327,8
1025,1025,{39CAFD7E-5712-4DA8-9BC7-4CCF107E2E61},2020-08-01 00:00:00,"Doesn't look like the Asian Giant photos exactly, but it's certainly the largest hornet I have seen.  Just want to be sure.  It was clearly not a paper wasp.  We spotted as many as five",0,"Thanks for the submission. You are correct, that is not an Asian giant hornet, but a Golden digger wasp. Nice job spotting the difference! ",2020-08-02,48.13693,-122.51236,0.727272727272727,0.428733744124417,0.30933949075166,0,0,0.6290053725242615,8
1027,1027,{39EF5577-6D64-4E30-9814-BD85B668B9FF},2020-08-03 00:00:00,"I found this in a large yellow dahlia, just as I cut the flower stem.  I got it into a jar so I could take some photos and find out what it was.  It seemed to have an aggressive attitude when I was trying to get it into the jar.",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-03,48.005228,-122.207888,0.897233201581028,0.515413735355241,0.183846733702039,1,0,0.6408828496932983,8
1029,1029,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13 00:00:00,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",0,These are native cicada killer wasps.,2020-04-08,47.221882,-119.99443,0.561264822134387,0.410597751595308,0.102382135348126,0,1,0.575819705040699,4
1030,1030,{3A20B799-E17B-4368-8AE1-7A9EB32B267D},2020-09-05 00:00:00,It was on my shirt so i stomped it out like marlon brando! I checked on it a while later and it was still alive..,0,"Thanks for the submission. That is a Urocerus sp. horntail sawfly, otherwise known as a wood wasp.",2020-09-06,48.11495,-123.45189,0.442687747035573,0.263687362025156,0.481502519622189,0,0,0.6482990980148315,9
1032,1032,{3A42BF8A-5E04-4653-AA7D-7BB0D2EE4A83},2020-08-13 00:00:00,Saw on my rhododendron about 415pm,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-13,47.851885,-121.995156,0.130434782608696,0.0401833292072526,0.133075256504611,0,0,0.575819705040699,8
1033,1033,{3A4658DA-D7DE-4208-AEE8-6673BD690E8B},2020-08-03 00:00:00, ,0,Thanks for the submission. That is a ten lined June bug beetle.,2020-08-03,47.54468,-122.374105,0.0,0.0,0.022955450271589,0,0,0.5360096096992493,8
1035,1035,{3A90BE9C-77F8-4455-98E5-26D941E6806D},2020-09-05 00:00:00,It was chasing honey bees around their nest on some land we own and it started chasing me and my husband hit it with his hat and we put it in a baggie it is alive.,0,"Thanks for the submission. That is a Urocerus sp. horntail sawfly, otherwise known as a wood wasp.",2020-09-05,47.176057,-120.94417,0.640316205533597,0.505197322251284,0.180936684982116,0,0,0.7291024327278137,9
1039,1039,{3AF51B09-AD98-494B-B1C3-5360852D792E},2020-08-13 00:00:00,Large very large stinger,0,Thanks for the submission. That is a female horntail sawfly (Siricid).,2020-08-13,47.96588,-122.39177,0.0909090909090909,0.0227488313456449,0.210720370305192,0,0,0.4738358855247497,8
1040,1040,{3B17D8C8-F4D6-4D53-A3B8-73D40333EDE7},2020-07-22 00:00:00,Found crawling on ground. Was roughly 1.5inches long. Pictures are from the next day after I covered it up.,0,Thanks for the submission. That was a bumble bee. ,2020-07-23,45.57923,-122.35341,0.41897233201581,0.192057053445547,0.171620288797396,1,1,0.6407421231269836,7
1042,1042,{3B3BE6A3-9F2B-4D24-9713-5EDD0B01887C},2020-09-09 00:00:00,"Centralia, WA",0,Thanks for the submission. That is the great golden digger wasp.,2020-09-09,46.730347,-123.00349,0.0474308300395257,0.0080520585251274,0.135243017077373,0,0,0.5179271101951599,9
1044,1044,{3B4CE095-DBF6-44CD-803C-7B9D2DFF45A4},2020-05-31 00:00:00,Saw a few during my walk on Snoqualmie Pkwy. But I’m not sure if they are hornets or not. See pic,0,"That is a sweet, little bumble bee.",2020-06-02,47.532273,-121.853513,0.379446640316206,0.125020343943379,0.153763002213839,0,0,0.3333730399608612,6
1045,1045,{3B671ABA-D287-4268-BE23-E8006FBD6747},2020-09-07 00:00:00,We have it captured alive.  Please let us know if you’d like us to hold it for you.,0,"Thanks for the submission. That is a wood wasp, or horntail sawfly in the Urocerus genus. It is safe to release.",2020-09-07,48.303562,-122.318848,0.324110671936759,0.153012378394772,0.0711400259161001,1,0,0.8115319013595581,9
1047,1047,{3B901413-D1A3-4F94-8B8B-276C38B030A5},2020-07-20 00:00:00, ,0,Cicada killer. ,2020-07-20,46.498939,-117.065335,0.0,0.0,0.0087427585000608,0,0,0.4100617170333862,7
1053,1053,{3BD9A749-A231-4509-AF74-4DEF2D375589},2020-07-23 00:00:00,About 1 inch long,0,Thanks for the submission. That is an American hornet moth. Okay to release!  ,2020-07-23,47.293262,-122.511728,0.0632411067193676,0.0164657959889538,0.245681363213131,0,1,0.6406381130218506,7
1054,1054,{3BDAF0DF-9F98-4F45-B4F8-85C5FED6180F},2020-08-08 00:00:00,Looks like a young one and was very slow,0,Thanks for the submission. That is a great golden digger wasp.,2020-09-24,47.284902,-122.366577,0.154150197628458,0.115066070594993,0.187094044616712,0,0,0.6976674795150757,9
1055,1055,{3BDC1CCA-C0A5-478E-8247-0197F6C66482},2020-08-06 00:00:00,Not positive if it's the right species.,0,"Thanks for t\he submission. That is a spectacular female, horntail sawfly. Okay to release her.",2020-08-06,47.563792,-122.693756,0.150197628458498,0.0537591315919596,0.466426719538013,0,0,0.7353705763816833,8
1056,1056,{3BDFFB19-946C-4DD5-BDCB-81BC048716E6},2020-08-22 00:00:00,"Saw this nest on the way down the Goose Rock summit trail at Deception Pass. I did not see any hornets or bees close-by. The nest was closer to the summit, prior to the signs indicating the intersecting trails - it was behind a tree just off the path. Pr",0,Thanks for the submission. That could be a bald faced hornet nest. Asian giant hornet nest in the ground or low tree cavities.,2020-08-24,48.403071,-122.647063,1.0,0.499168780408885,0.21578390605484,0,0,0.4942095279693603,8
1057,1057,{3BE3F801-516D-4DFF-BFE0-B671924555FD},2020-08-04 00:00:00,Large bee,0,"Thanks for the submission. That is a native, elm sawfly. ",2020-08-04,48.854659,-122.276372,0.0316205533596838,0.0161104953918796,0.211257822531334,0,0,0.2395636588335037,8
1061,1061,{3C1C416E-55DE-4C0E-B527-525A70C15FA2},2020-08-14 00:00:00,Approx 2 inches long. Was very aggressive.,0,Thanks for the submission. That is a female Siricid horntail wasp.,2020-08-15,47.170143,-122.527316,0.162055335968379,0.129685931003756,0.262888343814026,0,1,0.5838130712509155,8
1062,1062,{3C1E506D-8A8B-4573-9562-8C0832636DAF},2020-08-27 00:00:00,Larger than normal hornet not sure of species see photo. I have short videos of each pic.  Tried to catch but flew of when i returned with jar.,0,Thanks for the submission. Sphex ichneumoneus is what you've got there; the great golden digger wasp.,2020-08-27,47.743549,-121.983935,0.561264822134387,0.0438112912235056,0.417239790189792,0,0,0.3348379731178283,8
1063,1063,{3C264010-63FB-4E40-A3AF-EDF5504F9937},2020-08-29 00:00:00, ,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-30,47.37821,-122.547277,0.0,0.0,0.281829497955411,0,0,0.7007481455802917,8
1068,1068,{3CB63364-BC35-4154-881E-43ADAE977864},2020-07-27 00:00:00,This hornet does not look like the Asian giant to me. Also it does not look like any of the native hornets above. It was a big hornet though I'm estimating about 1 inch in length.,0,"Thanks for the submission. You are correct, that is not an Asian giant hornet, but a Cicada killer! ",2020-07-27,47.425179,-120.305723,0.703557312252964,0.34214619922014,0.397444867963343,0,1,0.5318425297737122,7
1070,1070,{3CC41EE2-1731-45CF-A04C-82F6BDA22019},2020-09-09 00:00:00,Sorry I trapped him inside my garage window and screen then sprayed him before capturing images so you may not be able to see it very well. It was one of the biggest wasps I've seen.l,0,Thanks for the submission. That is a bald faced hornet.,2020-09-09,47.452746,-122.536514,0.719367588932806,0.70357020940942,0.0287554988350905,0,1,0.5494031310081482,9
1072,1072,{3CC8B8F5-A9C4-4228-A924-42795A7CD0BE},2020-08-30 00:00:00,North Bend,0,Thanks for the submission. That is the golden digger wasp.,2020-08-30,47.49348,-121.7831,0.0355731225296443,0.0162330284224512,0.0134512758455012,0,0,0.6189640164375305,8
1074,1074,{3CD27440-D57D-4A2E-B51F-E2440C84FA27},2020-09-05 00:00:00, ,0,"Thanks for the submission. It is really hard to tell, but it looks like a Yellowjacket.",2020-10-13,47.97659,-122.20596,0.0,0.0,0.272451621881004,0,0,0.5834813714027405,10
1075,1075,{3CD4F01E-D468-49E8-966B-A47B94352AFE},2020-08-05 00:00:00, ,0,"Thanks for the submission. It is really hard to see, but the coloring of that insect does not match that of the Asian giant hornet.",2020-08-05,47.86741,-122.1024,0.0,0.0,0.312432595936684,0,0,0.7404137253761292,8
1076,1076,{3CD8B559-5AFA-4EDD-821F-FEA3127D5143},2020-07-24 00:00:00,Seen on back deck,0,Thanks for the submission. That's a native elm sawfly. ,2020-07-24,47.344326,-122.188343,0.0632411067193676,0.029313794502965,0.14704316751797,0,0,0.558060348033905,7
1077,1077,{3CE3A39B-778B-4CE3-BBAF-EB9ED0D48C68},2020-04-15 00:00:00, ,0,"paper wasp, Polistes sp.",2020-04-15,48.823521,-122.32684,0.0,0.0,0.113954174377373,0,0,0.6267819404602051,4
1079,1079,{3CE66848-8890-4A40-80F7-B4325F8B89A1},2020-08-26 00:00:00,Observed a Hornet flying around flower.  Tried to take a picture several times but was only able to obtain a fuzzy picture.,0,Thanks for the submission. Great golden digger wasp is what you've got there.,2020-08-26,47.774559,-122.215335,0.482213438735178,0.391793664987777,0.0595787039442198,0,0,0.575819705040699,8
1080,1080,{3D185B46-4C4C-4B2D-A483-A8892E74FD08},2020-08-03 00:00:00,"Not sure if this is one, but it was very large, over an inch and out of the ordinary in our yard which usually has tons of bees and wasps.",0,"Thanks for your submission. That looks like a ground dwelling wasp, possibly in the Tiphiid family.  ",2020-08-03,46.084264,-118.316641,0.541501976284585,0.158156219238574,0.474697688694008,0,1,0.5752705335617065,8
1083,1083,{3D2BF2F5-8BA9-4EB5-9082-128D3A4D396A},2020-10-14 00:00:00,"Large, >1”, yellow and black.",0,Thanks for the submission. That is a bald faced hornet.,2020-10-14,47.674139,-122.370437,0.110671936758893,0.108201469089223,0.0603875359680426,1,0,0.6252871751785278,10
1084,1084,{3D40C137-50F7-4ED0-8C9D-BC1C628EAB14},2020-06-29 00:00:00,My app says tarantula wasp. Thought I should report it!,0,That was a female sawfly. Please don't kill them.,2020-06-30,48.08158,-121.96931,0.213438735177866,0.168180507143764,0.136111325372252,0,0,0.5004532933235168,6
1085,1085,{3D4539D0-E0E7-4F34-84BC-E9D5E454BAAF},2020-06-29 00:00:00,Found in swimming pool.,0,That picture is really hard to identify with that filter.  It could be a sawfly or a fly? It is definitely not an Asian giant hornet.,2020-07-02,47.433547,-122.341049,0.0869565217391304,0.0097875170470446,0.142818737666997,0,0,0.6188810467720032,7
1086,1086,{3D4C8AD2-6123-461E-95E9-009532FB3842},2020-09-15 00:00:00,Found floating,0,"Thanks for the submission. That is a wood wasp, otherwise known as a horntail sawfly.",2020-09-15,48.53987,-122.97461,0.0513833992094862,0.0276848620512811,0.110720429445248,0,0,0.2134843170642852,9
1087,1087,{3D59E463-42A1-4062-A99A-7818B3D5F141},2020-08-25 00:00:00,We just got a few trees taken down and we found this guy in some of the brush/branches on the ground.,0,"Thanks for the submission. That is a wood wasp, also known as a horntail sawfly.",2020-08-25,47.31709,-122.61312,0.395256916996047,0.320283187009908,0.253709968649411,0,0,0.7527303695678711,8
1091,1091,{3D738465-9041-4F92-8538-1758F40897E1},2020-08-12 00:00:00, ,0,Thanks for the submission. That is a Siricid female sawfly. Please don't kill them.,2020-08-12,48.845908,-122.588058,0.0,0.0,0.400805257128217,0,0,0.7641163468360901,8
1093,1093,{3D9D8684-449F-4CE2-B8A6-EFA104259A25},2020-09-06 00:00:00,Found dead in pool of water. Saved specimen in freezer if needed,0,Thanks for the submission. That is the great golden digger wasp.,2020-09-06,47.006239,-122.868108,0.24901185770751,0.154937265881123,0.188544405560049,0,0,0.6414439082145691,9
1096,1096,{3DA73407-300F-4646-AF75-E9AF87262A5D},2020-07-24 00:00:00,I'm not sure what it is but we have never seen anything like it.  It is so big and ugly.  This is in an 8oz jam jar and is still alive,0,Thanks for your submission. That's a Golden digger wasp. ,2020-07-25,48.16095,-122.52167,0.525691699604743,0.0346508054582524,0.121248102679999,0,1,0.6191623210906982,7
1097,1097,{3DB0E28D-0E19-4C74-9CFC-8C4B9FAD95AB},2020-07-14 00:00:00,I saw this insect when I was out walking on a path- I thought it looked similar to a Murder Hornet so I wanted to let you know. I marked on the map the exact location.,0,It is not possible to identify that smashed insect. The coloring is not a match for the Asian giant hornet.,2020-07-14,48.107217,-122.805339,0.656126482213439,0.404885556253258,0.217758829524762,0,0,0.6368165612220764,7
1098,1098,{3DB46536-3B2C-4FB3-B249-7F9A2F6F42D8},2020-08-15 00:00:00,Aggressive,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-15,48.725967,-122.334018,0.0355731225296443,0.006829271813577,0.167845887875309,0,0,0.3823730051517486,8
1099,1099,{3DCB6169-79EA-4E7C-955E-54FAEF4CCAE2},2020-08-04 00:00:00,"Noticed it walking through the grass next to my driveway in Everett, WA",0, ,2020-08-04,47.884641,-122.198424,0.276679841897233,0.212509107263311,0.0,0,0,0.5093956589698792,8
1102,1102,{3E168014-46DB-4CC0-BF92-87CA0E1D4620},2020-07-20 00:00:00,Forgot add my email address. Wasp 1.5 inch long stuck in spider web. I didn’t dare get closer as it was still alive.,0,That is a bumble bee stuck in the web. ,2020-07-20,47.681275,-122.205025,0.454545454545454,0.161768153138763,0.0442778294985355,0,1,0.6451309323310852,7
1107,1107,{3E913BDB-6932-46BC-B1AF-75EC2FD7C7D2},2020-07-01 00:00:00,one of our golfers at the Lake Chelan Golf Course turned this in this morning.,0,"No, that's a Western cicada killer. ",2020-07-01,47.851343,-120.035296,0.304347826086956,0.243909276138756,0.0757544430846106,0,0,0.3852517008781433,7
1109,1109,{3EA37EEE-E52D-4815-8C51-9B872B8B4DC5},2020-09-02 00:00:00,It was very large and I saw it emit some sort of spores or pheromone of some kind,0,Thanks for the submission. That is the beneficial golden digger wasp.,2020-09-02,47.957125,-122.228115,0.316205533596838,0.0309560336151819,0.0096391704514012,0,0,0.575819705040699,9
1110,1110,{3EC2E3A9-265E-405B-A5E4-1454E8381B51},2020-09-11 00:00:00,Was flying in the evening. Landed on tree and I killed it.,0,"Thanks for the submission. That is a horntail sawfly, or wood wasp.",2020-09-11,47.792475,-122.231334,0.225296442687747,0.0537602578592661,0.0039431961428816,0,0,0.7336590886116028,9
1111,1111,{3ECAC70E-9330-40EC-A367-5606430605FC},2020-07-31 00:00:00, ,0,Thanks for the submission. That is a Golden digger wasp. ,2020-07-31,48.020556,-122.075998,0.0,0.0,0.270255651034066,0,0,0.2873546183109283,7
1112,1112,{3EE971D9-0864-4579-9050-A60C90D4BAFB},2020-09-29 00:00:00,We noticed a few giant bees near our roofline. Our security camera picked up one of them and they closely resemble the Asian giant hornet. Without getting up close I can’t say for sure but I’ve attached still photos from the video for the experts to,0,"Thanks for the submission. Those photos are really hard to see, but it could be a Polistes sp. paper wasp. Your county is Negative for Asian giant hornet.",2020-09-29,47.263263,-122.346735,0.980237154150198,0.777448515513904,0.147102152196541,0,1,0.575819705040699,9
